# Image list with two lines of data per image:
#   IMAGE_ID QW QX QY QZ TX TY TZ CAMERA_ID NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 180, mean observations per image: 0
26 0.1908581893 0.2410737751 0.7570870626 -0.5764336616 2.094282097 0.143053336 0.3320395595 1 back_fisheye_image/00005.jpg

27 -0.368669627 0.3877910487 0.7303484581 0.424607982 1.353294262 -0.5841644922 -1.823959218 2 frontleft_fisheye_image/00005.jpg

28 0.06663028935 0.1067192437 0.8167250484 0.563144389 2.303652567 -0.5735191432 0.4204422016 3 frontright_fisheye_image/00005.jpg

29 0.5457603443 0.7013650392 0.3617971794 -0.2816656339 -0.5134097549 -0.2739489478 2.030449999 4 left_fisheye_image/00005.jpg

30 -0.2809378207 -0.3641347621 0.6988135284 -0.5478498595 0.4484693856 0.7806980467 -2.13515947 5 right_fisheye_image/00005.jpg

31 0.1856525209 0.2426450775 0.7568844506 -0.5777390729 2.04722329 0.203882667 0.02818448184 1 back_fisheye_image/00006.jpg

32 -0.3700715594 0.3859204289 0.7305332964 0.4247747243 1.435602699 -0.4663647546 -1.587446153 2 frontleft_fisheye_image/00006.jpg

33 0.06553499388 0.1050450661 0.8176071502 0.5623070749 2.129680295 -0.4557875507 0.6004631041 3 frontright_fisheye_image/00006.jpg

34 0.5475310034 0.6994205751 0.363750173 -0.280546736 -0.2840905717 -0.2537113826 1.976545904 4 left_fisheye_image/00006.jpg

35 -0.2815660425 -0.3647509253 0.7001325721 -0.5454280041 0.258431451 0.7688436105 -2.075498072 5 right_fisheye_image/00006.jpg

36 0.5010111962 0.6582738224 0.4446834063 -0.3433948517 0.1085429674 -0.1989764555 1.51113846 1 back_fisheye_image/00007.jpg

37 -0.5580055637 0.7502933016 0.3390780758 0.1035172012 -0.9428465744 -1.091281311 -1.78047694 2 frontleft_fisheye_image/00007.jpg

38 -0.298351364 0.5849515462 0.5828357244 0.47866551 1.208461024 -1.077304853 -1.578848287 3 frontright_fisheye_image/00007.jpg

39 0.5986311417 0.7791580472 -0.1448426761 0.1165079093 -1.783839559 0.1986864605 0.09090728349 4 left_fisheye_image/00007.jpg

40 0.1148750126 0.1435861141 0.7727912633 -0.6074375875 1.73179856 0.28998417 -0.2010183455 5 right_fisheye_image/00007.jpg

41 0.5019491622 0.6581243677 0.4480068341 -0.3379485637 0.1227031582 -0.1148401455 1.153511328 1 back_fisheye_image/00008.jpg

42 -0.5549457946 0.7531258458 0.3362392214 0.1085348398 -0.7688772025 -0.9404949182 -1.526021925 2 frontleft_fisheye_image/00008.jpg

43 -0.2972265188 0.5844903713 0.5793079858 0.4841793675 1.074365509 -0.9358738111 -1.326376718 3 frontright_fisheye_image/00008.jpg

44 0.6033615061 0.7756016592 -0.1429518714 0.1181597296 -1.459041159 0.1873964528 0.1090783089 4 left_fisheye_image/00008.jpg

45 0.1128123784 0.1447013881 0.7749636695 -0.6047860667 1.440681469 0.2853276297 -0.2207795479 5 right_fisheye_image/00008.jpg

46 0.596788839 0.7819962465 -0.1451064715 0.106155848 -1.529395095 0.3157155386 -0.363422841 1 back_fisheye_image/00009.jpg

47 -0.4712296003 0.7726489594 -0.2847725273 -0.3160076849 -1.436892547 -0.2712374716 0.5859383136 2 frontleft_fisheye_image/00009.jpg

48 -0.545029529 0.8278893492 0.006453558887 0.1322890382 -1.138985029 -0.267647935 -0.9332649826 3 frontright_fisheye_image/00009.jpg

49 -0.346972249 -0.4539735555 0.6508762658 -0.4998783411 0.178140519 0.6339369545 -1.497385306 4 left_fisheye_image/00009.jpg

50 0.5086532853 0.6429571306 0.4515501897 -0.3521084914 -0.2361989265 -0.1069717412 1.406233509 5 right_fisheye_image/00009.jpg

51 0.5961313768 0.7827919107 -0.141352567 0.109012192 -1.501141619 0.3665245463 -0.6259416178 1 back_fisheye_image/00010.jpg

52 -0.4679021342 0.7739820778 -0.287967789 -0.3147918177 -1.300259208 -0.1577451554 0.7667029796 2 frontleft_fisheye_image/00010.jpg

53 -0.5479800357 0.8255006582 0.001205101946 0.1351484055 -1.210238579 -0.1669067456 -0.7722740895 3 frontright_fisheye_image/00010.jpg

54 -0.3465525609 -0.4512413093 0.6500865598 -0.5036566966 0.3866540282 0.6184126692 -1.478479401 4 left_fisheye_image/00010.jpg

55 0.5094299819 0.6475536969 0.4477181704 -0.3474244423 -0.4116456028 -0.1131254694 1.380220513 5 right_fisheye_image/00010.jpg

56 0.5583466011 0.7302514696 -0.3105224147 0.2419869709 -1.218832653 0.4669897444 -1.03553626 1 back_fisheye_image/00011.jpg

57 -0.3881782985 0.6919254273 -0.4527423192 -0.406916704 -0.8921689811 0.008485300082 0.8858242038 2 frontleft_fisheye_image/00011.jpg

